news_id,headline,body_text,source,label
180,New curriculum introduced in schools,Incidents were reported from various parts of the city this morning. Authorities are investigating.,Daily Star,0
181,Breakthrough in Bangladesh's tech industry,Uncertainty remains about the authenticity of the incident.,BBC,0
182,Bangladesh wins the World Cup,Residents claim they have never witnessed such an event before.,BBC,0
183,Breakthrough in Bangladesh's tech industry,Residents claim they have never witnessed such an event before.,Reuters,0
184,New metro rail launched in Dhaka,"Many are calling it a conspiracy. However, experts say it's quite natural.",Daily Star,0
185,Government announces major job reforms,Uncertainty remains about the authenticity of the incident.,Reuters,1
186,Breakthrough in Bangladesh's tech industry,Uncertainty remains about the authenticity of the incident.,BBC,1
187,New curriculum introduced in schools,The news went viral on social media after noon.,Unknown News,1
188,New curriculum introduced in schools,"Many are calling it a conspiracy. However, experts say it's quite natural.",Daily Star,0
189,Bangladesh wins the World Cup,The news went viral on social media after noon.,Reuters,0
190,Bangladeshi astronaut captures photo from the moon,Experts believe this is a significant technological advancement.,Unknown News,0
191,"Earthquake hits Chittagong, panic spreads",Government sources state that an official announcement will be made soon.,Reuters,0
192,New metro rail launched in Dhaka,Local administration has visited the spot for further inspection.,Reuters,0
193,New virus outbreak sparks fear,Local administration has visited the spot for further inspection.,Unknown News,0
194,Bangladeshi astronaut captures photo from the moon,Doctors advise that basic precautions can help avoid danger.,Daily Star,1
195,New curriculum introduced in schools,Government sources state that an official announcement will be made soon.,BBC,1
196,Government announces major job reforms,Uncertainty remains about the authenticity of the incident.,Unknown News,1
197,Global economy faces recession,"Many are calling it a conspiracy. However, experts say it's quite natural.",CNN,1
198,Bangladeshi astronaut captures photo from the moon,Uncertainty remains about the authenticity of the incident.,Unknown News,1
199,"Earthquake hits Chittagong, panic spreads",Uncertainty remains about the authenticity of the incident.,Daily Star,1
200,Global economy faces recession,Residents claim they have never witnessed such an event before.,Daily Star,0
201,Bangladeshi astronaut captures photo from the moon,Local administration has visited the spot for further inspection.,BBC,0
202,New metro rail launched in Dhaka,Incidents were reported from various parts of the city this morning. Authorities are investigating.,CNN,1
203,Bangladesh wins the World Cup,Experts believe this is a significant technological advancement.,CNN,0
204,Dengue situation worsens in the country,The news went viral on social media after noon.,BBC,0
205,Bangladesh wins the World Cup,Residents claim they have never witnessed such an event before.,BBC,0
206,Bangladeshi astronaut captures photo from the moon,Uncertainty remains about the authenticity of the incident.,Daily Star,1
207,Breakthrough in Bangladesh's tech industry,Government sources state that an official announcement will be made soon.,Daily Star,0
208,New metro rail launched in Dhaka,Doctors advise that basic precautions can help avoid danger.,BBC,1
209,New curriculum introduced in schools,Residents claim they have never witnessed such an event before.,BBC,0
210,Breakthrough in Bangladesh's tech industry,Incidents were reported from various parts of the city this morning. Authorities are investigating.,CNN,0
211,Global economy faces recession,The Prime Minister attended the inauguration ceremony as the chief guest.,Daily Star,0
212,"Earthquake hits Chittagong, panic spreads",Uncertainty remains about the authenticity of the incident.,Daily Star,1
213,New virus outbreak sparks fear,Government sources state that an official announcement will be made soon.,Daily Star,1
214,New virus outbreak sparks fear,Experts believe this is a significant technological advancement.,Unknown News,1
215,Breakthrough in Bangladesh's tech industry,Experts believe this is a significant technological advancement.,Daily Star,0
216,Bangladeshi astronaut captures photo from the moon,Doctors advise that basic precautions can help avoid danger.,Reuters,0
217,Bangladeshi astronaut captures photo from the moon,Experts believe this is a significant technological advancement.,BBC,1
218,Bangladeshi astronaut captures photo from the moon,Experts believe this is a significant technological advancement.,Reuters,1
219,Global economy faces recession,"Many are calling it a conspiracy. However, experts say it's quite natural.",Reuters,1
220,New virus outbreak sparks fear,Experts believe this is a significant technological advancement.,Unknown News,1
221,New metro rail launched in Dhaka,"Many are calling it a conspiracy. However, experts say it's quite natural.",CNN,1
222,New metro rail launched in Dhaka,"Many are calling it a conspiracy. However, experts say it's quite natural.",Daily Star,1
223,Global economy faces recession,Doctors advise that basic precautions can help avoid danger.,CNN,1
224,Government announces major job reforms,"Many are calling it a conspiracy. However, experts say it's quite natural.",CNN,0
225,New curriculum introduced in schools,Residents claim they have never witnessed such an event before.,Unknown News,0
226,Bangladesh wins the World Cup,The news went viral on social media after noon.,BBC,0
227,Bangladesh wins the World Cup,The news went viral on social media after noon.,BBC,0
228,Breakthrough in Bangladesh's tech industry,Residents claim they have never witnessed such an event before.,Reuters,0
229,Bangladeshi astronaut captures photo from the moon,"Many are calling it a conspiracy. However, experts say it's quite natural.",Unknown News,1
230,New metro rail launched in Dhaka,Uncertainty remains about the authenticity of the incident.,Reuters,1
231,Government announces major job reforms,Experts believe this is a significant technological advancement.,Unknown News,0
232,Bangladeshi astronaut captures photo from the moon,Experts believe this is a significant technological advancement.,CNN,1
233,Government announces major job reforms,The Prime Minister attended the inauguration ceremony as the chief guest.,Reuters,0
234,New curriculum introduced in schools,The news went viral on social media after noon.,CNN,0
235,New metro rail launched in Dhaka,Doctors advise that basic precautions can help avoid danger.,Unknown News,0
236,Global economy faces recession,Experts believe this is a significant technological advancement.,BBC,0
237,Bangladeshi astronaut captures photo from the moon,Local administration has visited the spot for further inspection.,CNN,0
238,Dengue situation worsens in the country,Local administration has visited the spot for further inspection.,Unknown News,1
239,Global economy faces recession,Uncertainty remains about the authenticity of the incident.,Unknown News,1
240,Bangladeshi astronaut captures photo from the moon,Uncertainty remains about the authenticity of the incident.,Reuters,0
241,New virus outbreak sparks fear,Experts believe this is a significant technological advancement.,Daily Star,1
242,New virus outbreak sparks fear,Government sources state that an official announcement will be made soon.,Daily Star,1
243,Government announces major job reforms,Local administration has visited the spot for further inspection.,Reuters,1
244,Bangladesh wins the World Cup,Residents claim they have never witnessed such an event before.,Reuters,1
245,"Earthquake hits Chittagong, panic spreads",Incidents were reported from various parts of the city this morning. Authorities are investigating.,CNN,1
246,Global economy faces recession,"Many are calling it a conspiracy. However, experts say it's quite natural.",Reuters,0
247,New curriculum introduced in schools,The Prime Minister attended the inauguration ceremony as the chief guest.,CNN,1
248,Bangladeshi astronaut captures photo from the moon,Incidents were reported from various parts of the city this morning. Authorities are investigating.,CNN,1
249,Bangladesh wins the World Cup,Doctors advise that basic precautions can help avoid danger.,Unknown News,0
250,New curriculum introduced in schools,Doctors advise that basic precautions can help avoid danger.,Daily Star,0
251,New metro rail launched in Dhaka,Incidents were reported from various parts of the city this morning. Authorities are investigating.,Unknown News,1
252,Breakthrough in Bangladesh's tech industry,Doctors advise that basic precautions can help avoid danger.,Unknown News,1
253,Government announces major job reforms,The Prime Minister attended the inauguration ceremony as the chief guest.,CNN,1
254,New curriculum introduced in schools,The Prime Minister attended the inauguration ceremony as the chief guest.,Unknown News,0
255,New virus outbreak sparks fear,Doctors advise that basic precautions can help avoid danger.,Reuters,1
256,Dengue situation worsens in the country,Experts believe this is a significant technological advancement.,Daily Star,0
257,Government announces major job reforms,"Many are calling it a conspiracy. However, experts say it's quite natural.",CNN,1
258,Government announces major job reforms,"Many are calling it a conspiracy. However, experts say it's quite natural.",BBC,0
259,New metro rail launched in Dhaka,Experts believe this is a significant technological advancement.,BBC,0
260,New metro rail launched in Dhaka,Experts believe this is a significant technological advancement.,CNN,0
261,"Earthquake hits Chittagong, panic spreads",Doctors advise that basic precautions can help avoid danger.,Reuters,0
262,Breakthrough in Bangladesh's tech industry,Uncertainty remains about the authenticity of the incident.,Unknown News,0
263,Global economy faces recession,Uncertainty remains about the authenticity of the incident.,BBC,0
264,Government announces major job reforms,Experts believe this is a significant technological advancement.,BBC,0
265,Bangladesh wins the World Cup,Doctors advise that basic precautions can help avoid danger.,Daily Star,0
266,Bangladeshi astronaut captures photo from the moon,The news went viral on social media after noon.,BBC,1
267,Bangladeshi astronaut captures photo from the moon,Residents claim they have never witnessed such an event before.,Reuters,1
268,Breakthrough in Bangladesh's tech industry,Residents claim they have never witnessed such an event before.,Daily Star,1
269,New metro rail launched in Dhaka,Government sources state that an official announcement will be made soon.,CNN,0
270,Government announces major job reforms,Incidents were reported from various parts of the city this morning. Authorities are investigating.,Reuters,1
271,Bangladesh wins the World Cup,Uncertainty remains about the authenticity of the incident.,BBC,0
272,Breakthrough in Bangladesh's tech industry,Doctors advise that basic precautions can help avoid danger.,BBC,1
273,Government announces major job reforms,Doctors advise that basic precautions can help avoid danger.,Unknown News,0
274,Bangladesh wins the World Cup,Incidents were reported from various parts of the city this morning. Authorities are investigating.,Unknown News,1
275,New metro rail launched in Dhaka,Uncertainty remains about the authenticity of the incident.,BBC,0
276,Bangladesh wins the World Cup,Incidents were reported from various parts of the city this morning. Authorities are investigating.,Unknown News,1
277,New metro rail launched in Dhaka,Uncertainty remains about the authenticity of the incident.,Reuters,1
278,Dengue situation worsens in the country,The Prime Minister attended the inauguration ceremony as the chief guest.,Unknown News,0
279,"Earthquake hits Chittagong, panic spreads","Many are calling it a conspiracy. However, experts say it's quite natural.",CNN,1
280,Bangladeshi astronaut captures photo from the moon,The Prime Minister attended the inauguration ceremony as the chief guest.,Reuters,1
281,Dengue situation worsens in the country,The Prime Minister attended the inauguration ceremony as the chief guest.,Unknown News,0
282,New curriculum introduced in schools,Residents claim they have never witnessed such an event before.,CNN,1
283,Breakthrough in Bangladesh's tech industry,Experts believe this is a significant technological advancement.,Daily Star,1
284,Global economy faces recession,Uncertainty remains about the authenticity of the incident.,Daily Star,1
285,Bangladeshi astronaut captures photo from the moon,Uncertainty remains about the authenticity of the incident.,CNN,1
286,Bangladeshi astronaut captures photo from the moon,Experts believe this is a significant technological advancement.,CNN,1
287,"Earthquake hits Chittagong, panic spreads",Local administration has visited the spot for further inspection.,Reuters,0
288,Bangladesh wins the World Cup,Local administration has visited the spot for further inspection.,BBC,0
289,Bangladesh wins the World Cup,Incidents were reported from various parts of the city this morning. Authorities are investigating.,Daily Star,0
290,Bangladeshi astronaut captures photo from the moon,Doctors advise that basic precautions can help avoid danger.,Unknown News,1
291,Bangladeshi astronaut captures photo from the moon,Uncertainty remains about the authenticity of the incident.,Daily Star,1
292,New virus outbreak sparks fear,Uncertainty remains about the authenticity of the incident.,BBC,0
293,Bangladesh wins the World Cup,Local administration has visited the spot for further inspection.,Unknown News,0
294,Bangladesh wins the World Cup,Government sources state that an official announcement will be made soon.,BBC,1
295,"Earthquake hits Chittagong, panic spreads",Residents claim they have never witnessed such an event before.,Reuters,1
296,New metro rail launched in Dhaka,Government sources state that an official announcement will be made soon.,Reuters,1
297,New virus outbreak sparks fear,Local administration has visited the spot for further inspection.,CNN,1
298,Dengue situation worsens in the country,Uncertainty remains about the authenticity of the incident.,Reuters,1
299,Breakthrough in Bangladesh's tech industry,"Many are calling it a conspiracy. However, experts say it's quite natural.",Unknown News,0
300,Global economy faces recession,The Prime Minister attended the inauguration ceremony as the chief guest.,Reuters,1
301,Dengue situation worsens in the country,Government sources state that an official announcement will be made soon.,BBC,1
302,Bangladeshi astronaut captures photo from the moon,Incidents were reported from various parts of the city this morning. Authorities are investigating.,Reuters,1
303,Global economy faces recession,The Prime Minister attended the inauguration ceremony as the chief guest.,Reuters,0
304,New metro rail launched in Dhaka,"Many are calling it a conspiracy. However, experts say it's quite natural.",Reuters,0
305,Bangladesh wins the World Cup,Government sources state that an official announcement will be made soon.,Daily Star,1
306,Dengue situation worsens in the country,Local administration has visited the spot for further inspection.,Reuters,0
307,"Earthquake hits Chittagong, panic spreads",The news went viral on social media after noon.,CNN,0
308,Global economy faces recession,Doctors advise that basic precautions can help avoid danger.,Unknown News,0
309,"Earthquake hits Chittagong, panic spreads",Incidents were reported from various parts of the city this morning. Authorities are investigating.,BBC,1
310,Breakthrough in Bangladesh's tech industry,Government sources state that an official announcement will be made soon.,BBC,1
311,New metro rail launched in Dhaka,Experts believe this is a significant technological advancement.,Unknown News,0
312,Bangladeshi astronaut captures photo from the moon,Local administration has visited the spot for further inspection.,Unknown News,0
313,New curriculum introduced in schools,Local administration has visited the spot for further inspection.,Daily Star,1
314,Breakthrough in Bangladesh's tech industry,The Prime Minister attended the inauguration ceremony as the chief guest.,BBC,0
315,"Earthquake hits Chittagong, panic spreads",Doctors advise that basic precautions can help avoid danger.,CNN,1
316,Bangladeshi astronaut captures photo from the moon,The news went viral on social media after noon.,Daily Star,1
317,Global economy faces recession,The Prime Minister attended the inauguration ceremony as the chief guest.,Unknown News,0
